Metamath - Version 0.177 27-Apr-2019          Type HELP for help, EXIT to exit.
MM> READ "set.mm"
Reading source file "set.mm"... 35125687 bytes
35125687 bytes were read into the source buffer.
The source has 158653 statements; 2313 are $a and 32727 are $p.
No errors were found.  However, proofs were not checked.  Type VERIFY PROOF *
if you want to check them.
label:bi3,steps:4,subtheorems_dup:35,totalsteps_dup:116,subtheorems:16,totalsteps:80,extendedstep:491,maxpathlen:21
label:impbii,steps:4,subtheorems_dup:37,totalsteps_dup:125,subtheorems:16,totalsteps:84,extendedstep:495,maxpathlen:22
label:impbidd,steps:4,subtheorems_dup:39,totalsteps_dup:132,subtheorems:16,totalsteps:86,extendedstep:511,maxpathlen:22
label:impbid21d,steps:5,subtheorems_dup:40,totalsteps_dup:137,subtheorems:16,totalsteps:88,extendedstep:519,maxpathlen:23
label:impbid,steps:4,subtheorems_dup:41,totalsteps_dup:141,subtheorems:17,totalsteps:91,extendedstep:527,maxpathlen:24
label:dfbi1,steps:6,subtheorems_dup:39,totalsteps_dup:133,subtheorems:19,totalsteps:93,extendedstep:1493,maxpathlen:23
label:dfbi1gb,steps:17,subtheorems_dup:0,totalsteps_dup:17,subtheorems:0,totalsteps:17,extendedstep:17,maxpathlen:1
label:biimpi,steps:3,subtheorems_dup:29,totalsteps_dup:101,subtheorems:11,totalsteps:63,extendedstep:307,maxpathlen:21
label:sylbi,steps:4,subtheorems_dup:30,totalsteps_dup:105,subtheorems:11,totalsteps:65,extendedstep:313,maxpathlen:22
label:sylib,steps:4,subtheorems_dup:30,totalsteps_dup:105,subtheorems:11,totalsteps:65,extendedstep:313,maxpathlen:22
label:sylbb,steps:4,subtheorems_dup:31,totalsteps_dup:109,subtheorems:12,totalsteps:68,extendedstep:619,maxpathlen:23
label:bi2,steps:3,subtheorems_dup:43,totalsteps_dup:148,subtheorems:21,totalsteps:103,extendedstep:2169,maxpathlen:24
label:bicom1,steps:3,subtheorems_dup:50,totalsteps_dup:176,subtheorems:23,totalsteps:115,extendedstep:2999,maxpathlen:25
label:bicom,steps:3,subtheorems_dup:51,totalsteps_dup:179,subtheorems:25,totalsteps:121,extendedstep:6491,maxpathlen:26
label:bicomd,steps:3,subtheorems_dup:53,totalsteps_dup:186,subtheorems:26,totalsteps:126,extendedstep:6803,maxpathlen:27
label:bicomi,steps:3,subtheorems_dup:51,totalsteps_dup:179,subtheorems:23,totalsteps:117,extendedstep:3001,maxpathlen:26
label:impbid1,steps:4,subtheorems_dup:42,totalsteps_dup:145,subtheorems:17,totalsteps:92,extendedstep:529,maxpathlen:25
label:impbid2,steps:4,subtheorems_dup:55,totalsteps_dup:194,subtheorems:27,totalsteps:132,extendedstep:7331,maxpathlen:28
label:impcon4bid,steps:4,subtheorems_dup:42,totalsteps_dup:145,subtheorems:17,totalsteps:92,extendedstep:533,maxpathlen:25
label:biimpri,steps:3,subtheorems_dup:52,totalsteps_dup:182,subtheorems:24,totalsteps:120,extendedstep:3307,maxpathlen:27
label:biimpd,steps:3,subtheorems_dup:29,totalsteps_dup:101,subtheorems:11,totalsteps:63,extendedstep:311,maxpathlen:21
label:mpbi,steps:4,subtheorems_dup:30,totalsteps_dup:105,subtheorems:11,totalsteps:65,extendedstep:309,maxpathlen:22
label:mpbir,steps:4,subtheorems_dup:53,totalsteps_dup:186,subtheorems:24,totalsteps:122,extendedstep:3309,maxpathlen:28
label:mpbid,steps:4,subtheorems_dup:30,totalsteps_dup:105,subtheorems:11,totalsteps:65,extendedstep:315,maxpathlen:22
label:mpbii,steps:4,subtheorems_dup:31,totalsteps_dup:109,subtheorems:11,totalsteps:66,extendedstep:317,maxpathlen:23
